,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하,지역
1343,서울 서대문구 00동,238.78,  개,  개,00 대,3600 만원,450, 없음 ,21000,-선택사항- ,-선택사항-     ,3600,21000,0,450,0,39,21000,450,100,3.1,3.9,6.5,11928,11928,11928,1111,994,819,6732,5328,3228,561,444,269,32,25,15,서대문구
1344,서울 서대문구 연희동,110, 31 개,  개,00 대,2000 만원,250, 없음 ,11000,-선택사항- ,-선택사항-     ,2000,11000,31,250,0,39,11000,250,103,1.2,1.4,1.9,12324,12324,12324,1148,1027,846,9540,8088,5916,795,674,493,86,73,53,서대문구
1345,서울 동작구 노량진,2.3.4층 , 23 개,  개,00 대,5000 만원,222,0,합8500, , ,5000,8500,23,222,0,38,8500,222,76,1.3,1.6,2.3,8904,8904,8904,830,742,611,6384,5328,3756,532,444,313,75,62,44,동작구
1346,서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,510,110,3.1,3.9,6.8,12780,12780,12780,1191,1065,877,6852,5340,3084,571,445,257,32,25,14,동작구
1347,서울 강동구 00동,120, 35 개,  개,00 대,5000 만원,550,0,28000,-선택사항- ,-선택사항-     ,5000,28000,35,550,0,38,28000,550,116,3.9,5.0,8.8,13560,13560,13560,1263,1130,930,7164,5568,3168,597,464,264,25,19,11,강동구
1348,서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,500,116,4.1,5.2,8.5,13560,13560,13560,1263,1130,930,7764,6168,3768,647,514,314,24,19,11,동작구
1349,서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0,38,28000,290,106,3.1,3.7,5.1,12396,12396,12396,1155,1033,851,9108,7644,5460,759,637,455,32,27,19,동작구
1350,"서울 도봉구 ,",100,  개,  개,00 대,7000 만원,295,0,13000,-선택사항- ,-선택사항-     ,7000,13000,0,295,0,32,13000,295,100,2.1,2.6,3.9,9792,9792,9792,912,816,672,6204,5052,3324,517,421,277,47,38,25,도봉구
1351,서울 강동구 00동,413.36,  개,  개,00 대,1억 만원,760,0,21000,-선택사항- ,-선택사항-     ,10000,21000,0,760,0,38,21000,760,100,7.8,16.1,-28.2,11628,11628,11628,1083,969,798,2676,1308,-744,223,109,-62,12,6,-3,강동구
1352,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23,중구
1353,서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,50,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,50,42,19000,630,183,1.1,1.4,2.0,23556,23556,23556,2194,1963,1617,16572,13800,9648,1381,1150,804,87,72,50,종로구
1354,서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,390,116,1.7,2.0,2.9,13560,13560,13560,1263,1130,930,9084,7488,5088,757,624,424,60,49,33,영등포구
1355,서울 구로구 00동,340, 40 개, 27 개,1 대,4000 만원,380,0,17000,-선택사항- ,-선택사항-     ,4000,17000,40,380,0,36,17000,380,133,1.7,2.0,2.9,14688,14688,14688,1368,1224,1007,10260,8532,5928,855,711,494,60,50,34,구로구
1356,서울 관악구 00동,340, 37 개, 11 개,00 대,8000 만원,330,0,15000,-선택사항- ,-선택사항-     ,8000,15000,37,330,0,33,15000,330,123,1.8,2.1,3.1,12444,12444,12444,1159,1037,854,8472,7008,4812,706,584,401,56,46,32,관악구
1357,서울 동작구 00동,. ,  개,  개,00 대, 만원,392,0,2억2천,-선택사항- ,-선택사항-     ,0,22000,0,392,0,38,22000,392,100,3.1,3.8,6.0,11628,11628,11628,1083,969,798,7092,5724,3672,591,477,306,32,26,16,동작구
1358,서울 마포구 00동,518.84, 57 개,  개,00 대,7000 만원,650, 없음 ,35000,-선택사항- ,-선택사항-     ,7000,35000,57,650,0,40,35000,650,190,2.2,2.7,3.9,23256,23256,23256,2166,1938,1596,15912,13176,9072,1326,1098,756,45,37,25,마포구
1359,서울 중구 00동,372.15,  개,  개,00 대,3000 만원,250, 없음 ,19000,-선택사항- ,-선택사항-     ,3000,19000,0,250,0,41,19000,250,100,1.9,2.3,3.1,12540,12540,12540,1168,1045,861,9816,8340,6132,818,695,511,51,43,32,중구
1360,서울 종로구 00동,518.84, 59 개, 40 개,00 대,9000 만원,580, 없음 ,20000,-선택사항- ,-선택사항-     ,9000,20000,59,580,0,42,20000,580,196,1.1,1.3,1.7,25272,25272,25272,2354,2106,1734,18936,15960,11496,1578,1330,958,94,79,57,종로구
1361,서울 동작구 00동,328, 32 개,  개,00 대,4000 만원,460,10,22000,-선택사항- ,-선택사항-     ,4000,22000,32,460,10,38,22000,470,106,3.2,4.0,6.7,12396,12396,12396,1155,1033,851,6948,5484,3300,579,457,275,31,24,15,동작구
1362,서울 동작구 00동,474.87, 38 개,  개,없음 대, 만원,500, 없음 ,26000,-선택사항- ,-선택사항-     ,0,26000,38,500,0,38,26000,500,126,2.9,3.6,5.6,14724,14724,14724,1371,1227,1010,8940,7212,4608,745,601,384,34,27,17,동작구
1363,서울 중랑구 중곡동,300, 35 개, 원17 개,1 대,5천 만원,350,35,합1억2천,-선택사항- ,-선택사항-     ,5000,12000,35,350,35,32,12000,385,116,1.8,2.2,3.5,11424,11424,11424,1064,952,784,6756,5412,3396,563,451,283,56,45,28,중랑구
1364,서울 종로구 동대문역,370, 33 개, 33 개,00 대,5천 만원,410,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,33,410,30,42,27000,440,110,2.9,3.6,5.4,14136,14136,14136,1316,1178,970,9192,7536,5040,766,628,420,34,27,18,종로구
1365,서울 중랑구 상봉,390, 큰30 개, 30 개,1 대,5천 만원,380,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,380,30,32,27000,410,100,5.6,7.4,13.9,9792,9792,9792,912,816,672,4824,3672,1944,402,306,162,17,13,7,중랑구
1366,서울 성북구 00동,223.65, 28 개, 17 개,없음 대,4000 만원,200, 없음 ,18000,-선택사항- ,-선택사항-     ,4000,18000,28,200,0,37,18000,200,93,2.2,2.6,3.5,10560,10560,10560,984,880,725,8292,7044,5184,691,587,432,46,39,28,성북구
1367,서울 강서구 00동,294,  개,  개,00 대,3000 만원,300, 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     ,3000,15000,0,300,0,34,15000,300,100,2.2,2.7,4.0,10404,10404,10404,969,867,714,6828,5604,3768,569,467,314,45,37,25,강서구
1368,서울 종로구 00동,430.61, 58 개, 44 개,없음 대,9000 만원,580, 65만 ,2억,-선택사항- ,-선택사항-     ,9000,20000,58,580,65,42,20000,645,193,1.1,1.4,1.9,24840,24840,24840,2314,2070,1705,17712,14784,10404,1476,1232,867,88,73,52,종로구
1369,서울 동작구 00동,381.76, 54 개, 29 개,없음 대,9000 만원,515, 없음 ,36000,-선택사항- ,-선택사항-     ,9000,36000,54,515,0,38,36000,515,180,2.4,2.9,4.0,20928,20928,20928,1949,1744,1436,15048,12588,8892,1254,1049,741,41,34,24,동작구
1370,서울 동작구 00동,222.74, 36 개, 36 개,없음 대,6000 만원,421, 없음 ,32000,-선택사항- ,-선택사항-     ,6000,32000,36,421,0,38,32000,421,120,3.5,4.3,6.4,13944,13944,13944,1299,1162,957,9096,7452,4992,758,621,416,28,23,15,동작구
1371,서울 송파구 송파구,105평 ,  개,  개,00 대,4천5백 만원,380,0,3억2천,-선택사항- ,-선택사항-     ,4500,32000,0,380,0,42,32000,380,100,3.7,4.5,6.6,12852,12852,12852,1197,1071,882,8604,7092,4824,717,591,402,26,22,15,송파구
1372,서울 강동구 성내동,235.04, 24 개, 24 개,00 대,4천5백 만원,132, 없음 ,1억6천5백,-선택사항- ,-선택사항-     ,4500,16500,24,132,0,38,16500,132,80,2.1,2.4,3.2,9300,9300,9300,866,775,638,7848,6756,5112,654,563,426,47,40,30,강동구
1373,서울 영등포구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,38,26000,300,96,3.3,4.0,5.8,11232,11232,11232,1046,936,771,7800,6480,4500,650,540,375,30,24,17,영등포구
1374,서울 영등포구 00동,320, 39 개,  개,00 대,3천 만원,230,0,1억8천,-선택사항- ,-선택사항-     ,3000,18000,39,230,0,38,18000,230,130,1.4,1.7,2.2,15108,15108,15108,1407,1259,1037,12564,10788,8124,1047,899,677,69,59,45,영등포구
1375,서울 양천구 00동,310,  개,  개,00 대,9000 만원,360,100,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100,35,20000,460,100,3.8,5.0,9.5,10704,10704,10704,997,892,735,5244,3984,2100,437,332,175,26,19,10,양천구
1376,서울 성동구 00동,376, 42 개, 42 개,00 대,4천 만원,470,60,3억3천,-선택사항- ,-선택사항-     ,4000,33000,42,470,60,38,33000,530,140,3.3,4.0,6.2,16272,16272,16272,1516,1356,1117,10152,8232,5364,846,686,447,30,24,16,성동구
1377,서울 노원구 00동,283,  개,  개,00 대,4000 만원,280,20,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20,36,4000,300,100,0.5,0.6,0.9,11016,11016,11016,1026,918,756,7512,6216,4272,626,518,356,187,155,106,노원구
1378,서울 종로구 인의동,279.36, 38 개, 7 개,00 대,5000 만원,320,0,1억2천5백,1호선 종로5가역,-선택사항-     ,5000,12500,38,320,0,42,12500,320,126,1.0,1.1,1.6,16272,16272,16272,1516,1356,1117,12840,10920,8052,1070,910,671,102,87,64,종로구
1379,서울 동작구 00동,100, 33 개,  개,00 대,9000 만원,510,0,21000,-선택사항- ,-선택사항-     ,9000,21000,33,510,0,38,21000,510,110,3.1,3.9,6.8,12780,12780,12780,1191,1065,877,6852,5340,3084,571,445,257,32,25,14,동작구
1380,서울 동작구 00동,. , 45 개, . 개,. 대,. 만원, . , . ,1억6천5백,9호선 노들역,-선택사항-     ,0,16500,45,0,0,38,16500,0,150,0.9,1.1,1.3,17436,17436,17436,1624,1453,1197,17688,15636,12564,1474,1303,1047,107,94,76,동작구
1381,서울 영등포구 00동,315, 40 개, 20 개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30,38,16000,400,133,1.5,1.8,2.5,15504,15504,15504,1444,1292,1064,10932,9108,6372,911,759,531,68,56,39,영등포구
1382,서울 강남구 00동,496, 50 개, 27 개,1 대,15000 만원,1050,0,39000,-선택사항- ,-선택사항-     ,15000,39000,50,1050,0,48,39000,1050,166,3.1,3.9,7.0,24480,24480,24480,2280,2040,1680,12768,9888,5568,1064,824,464,32,25,14,강남구
1383,서울 강남구 00동,300, 29 개,  개,00 대,5000 만원,500, 없음 ,29000,-선택사항- ,-선택사항-     ,5000,29000,29,500,0,48,29000,500,96,3.3,4.1,6.4,14196,14196,14196,1322,1183,974,8712,7044,4536,726,587,378,30,24,15,강남구
1384,서울 금천구 00동,60평 ,  개,  개,00 대,1500 만원,150,0,7500,-선택사항- ,-선택사항-     ,1500,7500,0,150,0,38,7500,150,100,0.8,0.9,1.1,11628,11628,11628,1083,969,798,9996,8628,6576,833,719,548,133,115,87,금천구
1385,서울 노원구 00동,100평 , 42 개,  개,00 대,5500 만원,390,0,8000,-선택사항- ,-선택사항-     ,5500,8000,42,390,0,36,8000,390,140,0.7,0.9,1.3,15420,15420,15420,1436,1285,1058,10872,9060,6336,906,755,528,135,113,79,노원구
1386,서울 노원구 00동,80평 ,  개,  개,00 대,2000 만원,180,0,7000,-선택사항- ,-선택사항-     ,2000,7000,0,180,0,36,7000,180,100,0.8,0.9,1.2,11016,11016,11016,1026,918,756,8952,7656,5712,746,638,476,127,109,81,노원구
1387,서울 종로구 00동,195.96, 20 개, 20 개,00 대,6천 만원,300, 별도 ,1억5천,-선택사항- ,-선택사항-     ,6000,15000,20,300,0,42,15000,300,66,2.9,3.6,5.6,8568,8568,8568,798,714,588,5184,4176,2664,432,348,222,34,27,17,종로구
1388,서울 동대문구 00동,250, 38 개, 4 개,없음 대,5000 만원,350, 없음 ,10000,-선택사항- ,-선택사항-     ,5000,10000,38,350,0,37,10000,350,126,1.0,1.2,1.6,14340,14340,14340,1335,1195,984,10308,8628,6096,859,719,508,103,86,60,동대문구
1389,서울 서초구 서초동,404.23, 50 개, 27 개,00 대,8천5백 만원,520, 별도 ,2억2천,-선택사항- ,-선택사항-     ,8500,22000,50,520,0,45,22000,520,166,1.3,1.5,2.1,22944,22944,22944,2137,1912,1575,17412,14712,10668,1451,1226,889,79,66,48,서초구
1390,서울 노원구 00동,351.52, 42 개, 33 개,없음 대,7000 만원,440, 없음 ,25000,-선택사항- ,-선택사항-     ,7000,25000,42,440,0,36,25000,440,140,2.4,3.0,4.4,15420,15420,15420,1436,1285,1058,10272,8460,5736,856,705,478,41,33,22,노원구
1391,서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,470,150,2.6,3.1,4.3,18816,18816,18816,1752,1568,1291,13584,11376,8052,1132,948,671,38,32,23,중구
1392,서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,390,116,1.7,2.0,2.9,13560,13560,13560,1263,1130,930,9084,7488,5088,757,624,424,60,49,33,영등포구
1393,서울 종로구 00동,400, 55 개, 42 개,1 대,9000 만원,580,60,19000,-선택사항- ,-선택사항-     ,9000,19000,55,580,60,42,19000,640,183,1.2,1.4,2.0,23556,23556,23556,2194,1963,1617,16452,13680,9528,1371,1140,794,86,72,50,종로구
1394,서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,25000,-선택사항- ,-선택사항-     ,5000,25000,35,580,0,38,25000,580,116,3.7,4.8,8.9,13560,13560,13560,1263,1130,930,6804,5208,2808,567,434,234,27,20,11,강동구
1395,서울 동작구 동작,420, 큰24 개, 24 개,1 대,8천 만원,280,21,합2억4천,-선택사항- ,-선택사항-     ,8000,24000,24,280,21,38,24000,301,80,4.1,5.1,7.8,9300,9300,9300,866,775,638,5820,4728,3084,485,394,257,24,19,12,동작구
1396,서울 동작구 00동,420, 36 개, 36 개,00 대,5000 만원,400,0,2억2000,-선택사항- ,-선택사항-     ,5000,22000,36,400,0,38,22000,400,120,2.4,2.9,4.2,13944,13944,13944,1299,1162,957,9348,7704,5244,779,642,437,42,35,23,동작구
1397,서울 관악구 봉천동,330, 37 개, 7 개,1 대,8천 만원,330,0,권리금7천,-선택사항- ,-선택사항-     ,8000,7000,37,330,0,33,7000,330,123,0.8,1.0,1.5,12444,12444,12444,1159,1037,854,8472,7008,4812,706,584,401,121,100,68,관악구
1398,서울 중랑구 00동,약 150평 ,  개,  개,00 대,5000 만원,350,50,12000,-선택사항- ,-선택사항-     ,5000,12000,0,350,50,32,12000,400,100,2.4,3.2,5.8,9792,9792,9792,912,816,672,4944,3792,2064,412,316,172,41,31,17,중랑구
1399,서울 동작구 00동,약 150평 ,  개,  개,00 대,4000 만원,250,0,11000,-선택사항- ,-선택사항-     ,4000,11000,0,250,0,38,11000,250,100,1.3,1.5,2.0,11628,11628,11628,1083,969,798,8796,7428,5376,733,619,448,79,67,48,동작구
1400,서울 동작구 00동,약 100평 ,  개,  개,00 대,2000 만원,200,0,10500,-선택사항- ,-선택사항-     ,2000,10500,0,200,0,38,10500,200,100,1.1,1.3,1.8,11628,11628,11628,1083,969,798,9396,8028,5976,783,669,498,89,76,56,동작구
1401,서울 금천구 00동,약 200평 ,  개,  개,00 대,4000 만원,420,0,40000,-선택사항- ,-선택사항-     ,4000,40000,0,420,0,38,40000,420,100,5.9,7.4,12.0,11628,11628,11628,1083,969,798,6756,5388,3336,563,449,278,16,13,8,금천구
1402,서울 서초구 00동,350, 28 개, 28 개,00 대,7000 만원,530,0,2억1000,-선택사항- ,-선택사항-     ,7000,21000,28,530,0,45,21000,530,93,3.0,3.9,6.8,12852,12852,12852,1197,1071,882,6888,5376,3108,574,448,259,32,25,14,서초구
1403,서울 강서구 00동,약 100평 ,  개,  개,00 대,3000 만원,350,0,10500,-선택사항- ,-선택사항-     ,3000,10500,0,350,0,34,10500,350,100,1.7,2.1,3.3,10404,10404,10404,969,867,714,6228,5004,3168,519,417,264,59,47,30,강서구
1404,서울 마포구 00동,290, 30 개,  개,00 대,4000 만원,300,0,26000,-선택사항- ,-선택사항-     ,4000,26000,30,300,0,40,26000,300,100,2.9,3.5,4.9,12240,12240,12240,1140,1020,840,8880,7440,5280,740,620,440,34,28,20,마포구
1405,서울 양천구 00동,246, 40 개,  개,00 대,9000 만원,505,0,17000,-선택사항- ,-선택사항-     ,9000,17000,40,505,0,35,17000,505,133,2.0,2.6,4.2,14280,14280,14280,1330,1190,979,8304,6624,4092,692,552,341,48,38,24,양천구
1406,서울 영등포구 영등포구,132평 ,  개,  개,00 대,5천 만원,390,0,1억5천,-선택사항- ,-선택사항-     ,5000,15000,0,390,0,38,15000,390,100,2.1,2.6,4.1,11628,11628,11628,1083,969,798,7116,5748,3696,593,479,308,47,38,24,영등포구
1407,서울 동작구 00동,280, 45 개,  개,00 대,10000 만원,300,0,26000,-선택사항- ,-선택사항-     ,10000,26000,45,300,0,38,26000,300,150,1.8,2.2,2.9,17436,17436,17436,1624,1453,1197,14088,12036,8964,1174,1003,747,54,46,34,동작구
1408,서울 성북구 00동,293.6, 42 개, 4 개,1 대,3000 만원,300, 없음 ,11000,-선택사항- ,-선택사항-     ,3000,11000,42,300,0,37,11000,300,140,0.9,1.0,1.4,15840,15840,15840,1476,1320,1087,12432,10560,7764,1036,880,647,113,96,70,성북구
1409,서울 동작구 00동,420, 55 개,  개,00 대,4000 만원,500,0,21000,-선택사항- ,-선택사항-     ,4000,21000,55,500,0,38,21000,500,183,1.3,1.6,2.2,21312,21312,21312,1985,1776,1463,15624,13116,9360,1302,1093,780,74,62,44,동작구
1410,서울 중랑구 상봉,390, 큰30 개, 30 개,1 대,5천 만원,340,30,합2억7천,-선택사항- ,-선택사항-     ,5000,27000,30,340,30,32,27000,370,100,5.1,6.5,11.1,9792,9792,9792,912,816,672,5304,4152,2424,442,346,202,19,15,8,중랑구
1411,서울 관악구 신림동,380, 40 개, 26 개,1 대,4천 만원,470,30,합1억7천,-선택사항- ,-선택사항-     ,4000,17000,40,470,30,33,17000,500,133,2.3,2.9,4.9,13464,13464,13464,1254,1122,923,7452,5868,3480,621,489,290,43,34,20,관악구
1412,서울 영등포구 영등포동,390, 40 개, 14 개,1 대,2500 만원,200,0,합1억8천,-선택사항- ,-선택사항-     ,2500,18000,40,200,0,38,18000,200,133,1.4,1.6,2.1,15504,15504,15504,1444,1292,1064,13332,11508,8772,1111,959,731,74,63,48,영등포구
1413,서울 종로구 00동,377.13, 44 개, 44 개,없음 대,6000 만원,660, 없음 ,37000,-선택사항- ,-선택사항-     ,6000,37000,44,660,0,42,37000,660,146,3.2,4.0,6.3,18840,18840,18840,1755,1570,1293,11388,9168,5844,949,764,487,30,24,15,종로구
1414,서울 서대문구 북가좌동,250.25, 25 개, 3 개,X 대,1천5백 만원,180, 없음 ,8천5백,-선택사항- ,-선택사항-     ,1500,8500,25,180,0,39,8500,180,83,1.1,1.3,1.7,9936,9936,9936,926,828,682,7956,6780,5028,663,565,419,93,79,59,서대문구
1415,서울 동대문구 00동,340, 38 개, 38 개,1 대,5000만 만원, 500만 ,0,3억3천만,1호선 ,-선택사항-     ,5000,33000,38,500,0,37,33000,500,126,3.9,4.8,7.7,14340,14340,14340,1335,1195,984,8508,6828,4296,709,569,358,25,20,13,동대문구
1416,서울 구로구 00동,100평 , 55 개,  개,00 대,7000 만원,580,0,13000,-선택사항- ,-선택사항-     ,7000,13000,55,580,0,36,13000,580,183,1.0,1.2,1.7,20196,20196,20196,1881,1683,1386,13416,11040,7476,1118,920,623,103,84,57,구로구
1417,서울 종로구 00동,100평 , . 개,  개,00 대,6000 만원,700,0,36000,-선택사항- ,-선택사항-     ,6000,36000,0,700,0,42,36000,700,100,7.6,11.1,36.6,12852,12852,12852,1197,1071,882,4764,3252,984,397,271,82,13,9,2,종로구
1418,서울 종로구 00동,250,  개,  개,00 대,8000 만원,520,0,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0,42,18000,520,100,2.6,3.3,5.7,12852,12852,12852,1197,1071,882,6924,5412,3144,577,451,262,38,30,17,종로구
1419,서울 영등포구 00동,385.27, 43 개,  개,00 대,6000 만원,470, 상담 ,16000,-선택사항- ,-선택사항-     ,6000,16000,43,470,0,38,16000,470,143,1.4,1.7,2.5,16656,16656,16656,1552,1388,1143,11268,9300,6360,939,775,530,70,58,39,영등포구
1420,서울 영등포구 00동,360, 48 개, 0 개,00 대,3000 만원,200,0,1억2000,-선택사항- ,-선택사항-     ,3000,12000,48,200,0,38,12000,200,160,0.7,0.8,1.1,18600,18600,18600,1732,1550,1276,16464,14280,10992,1372,1190,916,137,119,91,영등포구
1421,서울 종로구 00동,106.6, 상담 개,  개,00 대,3500 만원,200,0,18000,-선택사항- ,-선택사항-     ,3500,18000,0,200,0,42,18000,200,100,1.7,1.9,2.6,12852,12852,12852,1197,1071,882,10764,9252,6984,897,771,582,59,51,38,종로구
1422,서울 광진구 00동,330, 42 개, 0 개,00 대,5000 만원,400,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,42,400,0,39,12000,400,140,1.0,1.2,1.7,16704,16704,16704,1556,1392,1146,12192,10224,7272,1016,852,606,101,85,60,광진구
1423,서울 관악구 00동,434, 25 개, 25 개,00 대,2억 만원,370,30,5억5천,-선택사항- ,-선택사항-     ,20000,55000,25,370,30,33,55000,400,83,15.3,21.0,48.8,8412,8412,8412,783,701,577,3600,2616,1128,300,218,94,6,4,2,관악구
1424,서울 동대문구 이문동,295.2, 38 개, 14 개,2 대,4천 만원,360, 52만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,38,360,52,37,14000,412,126,1.5,1.8,2.6,14340,14340,14340,1335,1195,984,9564,7884,5352,797,657,446,68,56,38,동대문구
